timestamp,time_elapsed,host_name,event_name,cpu_id,procname,process_details,kernel_details
'06:13:02.287305601,2.5e-07,mendax,syscall_entry_newfstatat,3.0,curl,"pid = 14352, tid = 14352","dfd = -100, filename = ""/"", flag = 0"
'06:13:02.287306226,6.25e-07,mendax,syscall_exit_newfstatat,3.0,curl,"pid = 14352, tid = 14352","ret = 0, statbuf = 281474076040872"
'06:13:02.287306768,5.42e-07,mendax,syscall_entry_openat,3.0,curl,"pid = 14352, tid = 14352","dfd = -100, filename = ""/etc/nsswitch.conf"", flags = 524288, mode = 0"
'06:13:02.287307435,6.67e-07,mendax,syscall_exit_openat,3.0,curl,"pid = 14352, tid = 14352",ret = 3
'06:13:02.285624438,0.21778826415538788,mendax,syscall_entry_ppoll,2.906343936920166,llvmpipe-0,"pid = 2932, tid = 2972","addr = 280696295133184, len = 57360"
'06:13:02.285817808,0.04451529681682587,mendax,syscall_exit_getuid,2.6294310092926025,gnome-shell,"pid = 14352, tid = 14352","ret = 0, statbuf = 281474037008480"
'06:13:02.285569814,0.14752011001110077,mendax,syscall_entry_ppoll,2.8038740158081055,gnome-terminal-,"pid = 2932, tid = 2972","addr = 280696295190528, len = 4096"
'06:13:02.285715352,0.020398393273353577,mendax,syscall_exit_getsockopt,2.654804229736328,gnome-shell,"pid = 14352, tid = 14352","ret = 0, statbuf = 281474076037824"
'06:13:02.285611938,0.17507107555866241,mendax,syscall_entry_ppoll,2.8448233604431152,gnome-terminal-,"pid = 2932, tid = 2972","addr = 280696297623552, len = 57512"
'06:13:02.285755268,-0.015923067927360535,mendax,syscall_exit_getrandom,2.7547948360443115,gnome-shell,"pid = 2932, tid = 2972","ret = 0, uaddr = 194556997836304, uaddr2 = 281474090966976"
'06:13:02.285623938,0.08395378291606903,mendax,syscall_entry_newfstatat,2.796431541442871,gnome-terminal-,"pid = 14352, tid = 14352",brk = 192244265357312
'06:13:02.285647687,-0.12385033071041107,mendax,syscall_exit_getegid,2.9721388816833496,elasticsearchm,"pid = 3154, tid = 3154",ret = 0xE10F7E760000
'06:13:02.285482067,-0.14720995724201202,mendax,syscall_entry_recvmsg,2.542696237564087,gnome-terminal-,"pid = 14352, tid = 14352","fd = 35, offset = 49152, nbytes = 4096, flags = 7"
'06:13:02.285529565,-0.15786461532115936,mendax,syscall_exit_getsockname,2.4713284969329834,gnome-terminal-,"pid = 2932, tid = 2972",ret = 0xF137E574F000
'06:13:02.285409319,-0.14687226712703705,mendax,syscall_entry_rt_sigaction,2.5077850818634033,gnome-terminal-,"pid = 2932, tid = 2972","fd = 4, buff = 203053665469200, len = 517, flags = 16384, addr = 0, addr_len = 0"
'06:13:02.285468609,-0.1444040983915329,mendax,syscall_exit_getsockname,2.4120378494262695,gnome-terminal-,"pid = 14352, tid = 14352",ret = 0xF137E5E6F000
'06:13:02.285362778,-0.12651513516902924,mendax,syscall_entry_rt_sigaction,2.458660840988159,gnome-terminal-,"pid = 14352, tid = 14352","fd = 4, usockaddr_len = 281474913772420"
'06:13:02.285389777,-0.12641476094722748,mendax,syscall_exit_getsockname,2.2997193336486816,gnome-terminal-,"pid = 14352, tid = 14352",ret = 0xF137E5FF0000
'06:13:02.285271197,-0.10770855844020844,mendax,syscall_entry_rt_sigprocmask,2.356447696685791,gnome-shell,"pid = 14352, tid = 14352","fd = 5, buf = 281474794589024, count = 8"
'06:13:02.285267531,-0.11038301885128021,mendax,syscall_exit_getuid,2.006273031234741,gnome-terminal-,"pid = 14351, tid = 14351",ret = 0xF137E571F000
'06:13:02.284893749,-0.11771877110004425,mendax,syscall_entry_rt_sigprocmask,2.1293327808380127,gnome-shell,"pid = 14352, tid = 14352","fd = 35, offset = 94208, nbytes = 4096, flags = 7"
'06:13:02.285097202,-0.09832651913166046,mendax,syscall_exit_lseek,1.650745153427124,gnome-terminal-,"pid = 14350, tid = 14350",ret = 0xEFD5BFC83000
'06:13:02.284740586,-0.09267617762088776,mendax,syscall_entry_rt_sigprocmask,1.8726530075073242,gnome-shell,"pid = 14351, tid = 14351","fd = 35, offset = 229376, nbytes = 4096, flags = 7"
'06:13:02.284894207,-0.1054093986749649,mendax,syscall_exit_lseek,1.5347377061843872,gnome-terminal-,"pid = 14350, tid = 14350",ret = 0xEFD5BEE4E000
'06:13:02.283302000,-0.09619592130184174,mendax,syscall_entry_rt_sigprocmask,1.6947054862976074,gnome-shell,"pid = 14350, tid = 14350","fd = 35, offset = 151552, nbytes = 4096, flags = 7"
'06:13:02.284089270,-0.10725830495357513,mendax,syscall_exit_mmap,1.412343144416809,gnome-terminal-,"pid = 14350, tid = 14350",ret = 0xEFD5BED4F000
'06:13:02.281577254,-0.11658792197704315,mendax,syscall_entry_rt_sigaction,1.5875115394592285,gnome-shell,"pid = 14350, tid = 14350","fd = 35, offset = 118784, nbytes = 4096, flags = 7"
'06:13:02.283177503,-0.11164592206478119,mendax,syscall_exit_mmap,1.335808277130127,gnome-shell,"pid = 14350, tid = 14350",ret = 0xEFD5BEDD0000
'06:13:02.282239862,-0.09872697293758392,mendax,syscall_entry_recvmsg,1.5396920442581177,gnome-shell,"pid = 14350, tid = 14350","fd = 3, offset = 0, whence = 0"
'06:13:02.283272042,-0.11573515832424164,mendax,syscall_exit_mmap,1.3581178188323975,gnome-shell,"pid = 14350, tid = 14350",ret = 0xEFD5BEDA0000
'06:13:02.282239862,-0.09827645123004913,mendax,syscall_entry_rt_sigaction,1.5447769165039062,gnome-shell,"pid = 14350, tid = 14350","fd = 3, count = 8"
'06:13:02.282866386,-0.11606253683567047,mendax,syscall_exit_mmap,1.3497025966644287,gnome-shell,"pid = 14350, tid = 14350",ret = 0xEFD5BEDD0000
'06:13:02.281633253,-0.10270397365093231,mendax,syscall_entry_rt_sigaction,1.5381526947021484,gnome-shell,"pid = 14350, tid = 14350","fd = 3, uservaddr = 281473988939624, addrlen = 110"
'06:13:02.282384649,-0.1158115416765213,mendax,syscall_exit_mmap,1.3245317935943604,gnome-shell,"pid = 14350, tid = 14350",ret = 0xEFD5BEF2F000
'06:13:02.281622961,-0.10103203356266022,mendax,syscall_entry_recvmsg,1.5181885957717896,gnome-shell,"pid = 14349, tid = 14349","fd = 3, count = 8"
'06:13:02.282296943,-0.11790831387042999,mendax,syscall_exit_mmap,1.3202111721038818,gnome-shell,"pid = 14350, tid = 14350",ret = 0xEFD5BF04F000
'06:13:02.281454758,-0.11060605943202972,mendax,syscall_entry_recvmsg,1.5084635019302368,elasticsearchm,"pid = 14350, tid = 14350","fd = 3, msg = 281474794588640, flags = 16448"
'06:13:02.281684918,-0.11725912988185883,mendax,syscall_exit_mmap,1.301741361618042,gnome-shell,"pid = 14350, tid = 14350",ret = 0xEFD5BF2D0000
'06:13:02.281478507,-0.10534591972827911,mendax,syscall_entry_recvfrom,1.4917389154434204,elasticsearchm,"pid = 14349, tid = 14349","fd = 2, cmd = 1, arg = 0"
'06:13:02.281681918,-0.11960719525814056,mendax,syscall_exit_mmap,1.3044013977050781,gnome-shell,"pid = 14350, tid = 14350",ret = 0xEFD5BF2E2000
'06:13:02.281467966,-0.10762070119380951,mendax,syscall_entry_recvfrom,1.4941127300262451,elasticsearchm,"pid = 14349, tid = 14349","fd = 13, count = 7695"
'06:13:02.281677710,-0.11961351335048676,mendax,syscall_exit_mmap,1.3032571077346802,gnome-shell,"pid = 14350, tid = 14350",ret = 0xEFD5BF2EF000
'06:13:02.281467966,-0.10786433517932892,mendax,syscall_entry_recvfrom,1.4962055683135986,elasticsearchm,"pid = 14349, tid = 14349","fd = 2, cmd = 1, arg = 0"
'06:13:02.281680710,-0.11917416751384735,mendax,syscall_exit_mmap,1.3054405450820923,gnome-shell,"pid = 14350, tid = 14350",ret = 0xEFD5BF2EF000
'06:13:02.281455508,-0.1088714450597763,mendax,syscall_entry_recvfrom,1.4973158836364746,elasticsearchm,"pid = 14349, tid = 14349","fd = 2, cmd = 21523, arg = 281474910861072"
'06:13:02.281677710,-0.11826954782009125,mendax,syscall_exit_mmap,1.302903652191162,gnome-shell,"pid = 14350, tid = 14350",ret = 0xEFD5BF2EF000
'06:13:02.281447341,-0.11009557545185089,mendax,syscall_entry_recvfrom,1.4962849617004395,elasticsearchm,"pid = 14350, tid = 14350","fd = 255, count = 1256"
'06:13:02.281677710,-0.11900626122951508,mendax,syscall_exit_mmap,1.3033233880996704,gnome-shell,"pid = 14350, tid = 14350",ret = 0xEFD5BF2D0000
'06:13:02.281454799,-0.10634224116802216,mendax,syscall_entry_recvfrom,1.4826449155807495,elasticsearchm,"pid = 14349, tid = 14349","fd = 13, count = 8136"
'06:13:02.281677710,-0.11771796643733978,mendax,syscall_exit_mmap,1.2979233264923096,gnome-shell,"pid = 14350, tid = 14350",ret = 0xEFD5BF2D0000
'06:13:02.281448383,-0.10644166171550751,mendax,syscall_entry_recvfrom,1.4807007312774658,elasticsearchm,"pid = 14349, tid = 14349","fd = 13, count = 7695"
'06:13:02.281660669,-0.11750964820384979,mendax,syscall_exit_mmap,1.2961901426315308,gnome-shell,"pid = 14350, tid = 14350",ret = 0xEFD5BF2D0000
'06:13:02.281445633,-0.106573686003685,mendax,syscall_entry_recvfrom,1.4784797430038452,elasticsearchm,"pid = 14349, tid = 14349","fd = 12, cmd = 3228067000, arg = 281474090965360"
'06:13:02.281635378,-0.1178995817899704,mendax,syscall_exit_mmap,1.2948863506317139,gnome-shell,"pid = 14350, tid = 14350",ret = 0xEFD5BF2EF000
'06:13:02.279854675,-0.10780350863933563,mendax,syscall_entry_recvfrom,1.4785302877426147,elasticsearchm,"pid = 14349, tid = 14349","fd = 12, cmd = 3224921276, arg = 248272627422064"
'06:13:02.281625628,-0.11872576177120209,mendax,syscall_exit_mmap,1.2948434352874756,gnome-shell,"pid = 14350, tid = 14350",ret = 0xEFD5BF4EF000
'06:13:02.279840884,-0.1103321760892868,mendax,syscall_entry_recvfrom,1.4848073720932007,elasticsearchm,"pid = 14349, tid = 14349","fd = 13, count = 7695"
'06:13:02.281624170,-0.1207641214132309,mendax,syscall_exit_mmap,1.3015722036361694,gnome-shell,"pid = 14350, tid = 14350",ret = 0xEFD5BF50F000
'06:13:02.279836592,-0.1117204874753952,mendax,syscall_entry_recvfrom,1.485220193862915,elasticsearchm,"pid = 14350, tid = 14350","fd = 13, count = 8096"
'06:13:02.281622961,-0.12030141055583954,mendax,syscall_exit_mmap,1.2998195886611938,gnome-shell,"pid = 14350, tid = 14350",ret = 0xEFD5BF51F000
'06:13:02.279836592,-0.11171941459178925,mendax,syscall_entry_recvfrom,1.485224962234497,elasticsearchm,"pid = 14350, tid = 14350","fd = 13, count = 8096"
'06:13:02.281622961,-0.12030045688152313,mendax,syscall_exit_mmap,1.2998108863830566,gnome-shell,"pid = 14350, tid = 14350",ret = 0xEFD5BF51F000
'06:13:02.279836592,-0.11173646152019501,mendax,syscall_entry_recvfrom,1.485219955444336,elasticsearchm,"pid = 14350, tid = 14350","fd = 13, count = 8096"
'06:13:02.281622961,-0.12031571567058563,mendax,syscall_exit_mmap,1.2998108863830566,gnome-shell,"pid = 14350, tid = 14350",ret = 0xEFD5BF51F000
'06:13:02.279836592,-0.111732617020607,mendax,syscall_entry_recvfrom,1.4852226972579956,elasticsearchm,"pid = 14350, tid = 14350","fd = 13, count = 8096"
'06:13:02.281622961,-0.12030808627605438,mendax,syscall_exit_mmap,1.2998108863830566,gnome-shell,"pid = 14350, tid = 14350",ret = 0xEFD5BF51F000
'06:13:02.279836592,-0.11173738539218903,mendax,syscall_entry_recvfrom,1.4852198362350464,elasticsearchm,"pid = 14350, tid = 14350","fd = 13, count = 8096"
'06:13:02.281622961,-0.12031666934490204,mendax,syscall_exit_mmap,1.2998135089874268,gnome-shell,"pid = 14350, tid = 14350",ret = 0xEFD5BF51F000
'06:13:02.279836592,-0.1117355078458786,mendax,syscall_entry_recvfrom,1.4852190017700195,elasticsearchm,"pid = 14350, tid = 14350","fd = 13, count = 8096"
'06:13:02.281622961,-0.12030808627605438,mendax,syscall_exit_mmap,1.2998108863830566,gnome-shell,"pid = 14350, tid = 14350",ret = 0xEFD5BF51F000
'06:13:02.279836592,-0.11173452436923981,mendax,syscall_entry_recvfrom,1.4852198362350464,elasticsearchm,"pid = 14350, tid = 14350","fd = 13, count = 8096"
'06:13:02.281622961,-0.12030713260173798,mendax,syscall_exit_mmap,1.2998111248016357,gnome-shell,"pid = 14350, tid = 14350",ret = 0xEFD5BF51F000
'06:13:02.279836592,-0.11173169314861298,mendax,syscall_entry_recvfrom,1.4852209091186523,elasticsearchm,"pid = 14350, tid = 14350","fd = 13, count = 8096"
'06:13:02.281622961,-0.12030713260173798,mendax,syscall_exit_mmap,1.2998111248016357,gnome-shell,"pid = 14350, tid = 14350",ret = 0xEFD5BF51F000
'06:13:02.279836592,-0.11173169314861298,mendax,syscall_entry_recvfrom,1.4852209091186523,elasticsearchm,"pid = 14350, tid = 14350","fd = 13, count = 8096"
'06:13:02.281622961,-0.12030713260173798,mendax,syscall_exit_mmap,1.2998111248016357,gnome-shell,"pid = 14350, tid = 14350",ret = 0xEFD5BF51F000
'06:13:02.279836592,-0.11173169314861298,mendax,syscall_entry_recvfrom,1.4852209091186523,elasticsearchm,"pid = 14350, tid = 14350","fd = 13, count = 8096"
'06:13:02.281622961,-0.12030713260173798,mendax,syscall_exit_mmap,1.2998111248016357,gnome-shell,"pid = 14350, tid = 14350",ret = 0xEFD5BF51F000
'06:13:02.279836592,-0.11173169314861298,mendax,syscall_entry_recvfrom,1.4852209091186523,elasticsearchm,"pid = 14350, tid = 14350","fd = 13, count = 8096"
'06:13:02.281622961,-0.12030713260173798,mendax,syscall_exit_mmap,1.2998111248016357,gnome-shell,"pid = 14350, tid = 14350",ret = 0xEFD5BF51F000
'06:13:02.279836592,-0.11173169314861298,mendax,syscall_entry_recvfrom,1.4852209091186523,elasticsearchm,"pid = 14350, tid = 14350","fd = 13, count = 8096"
'06:13:02.281622961,-0.12030713260173798,mendax,syscall_exit_mmap,1.2998111248016357,gnome-shell,"pid = 14350, tid = 14350",ret = 0xEFD5BF51F000
'06:13:02.279836592,-0.11173169314861298,mendax,syscall_entry_recvfrom,1.4852209091186523,elasticsearchm,"pid = 14350, tid = 14350","fd = 13, count = 8096"
'06:13:02.281622961,-0.12030713260173798,mendax,syscall_exit_mmap,1.2998111248016357,gnome-shell,"pid = 14350, tid = 14350",ret = 0xEFD5BF51F000
'06:13:02.279836592,-0.11173169314861298,mendax,syscall_entry_recvfrom,1.4852209091186523,elasticsearchm,"pid = 14350, tid = 14350","fd = 13, count = 8096"
'06:13:02.281622961,-0.12030713260173798,mendax,syscall_exit_mmap,1.2998111248016357,gnome-shell,"pid = 14350, tid = 14350",ret = 0xEFD5BF51F000
'06:13:02.279836592,-0.11173169314861298,mendax,syscall_entry_recvfrom,1.4852209091186523,elasticsearchm,"pid = 14350, tid = 14350","fd = 13, count = 8096"
'06:13:02.281622961,-0.12030713260173798,mendax,syscall_exit_mmap,1.2998111248016357,gnome-shell,"pid = 14350, tid = 14350",ret = 0xEFD5BF51F000
'06:13:02.279836592,-0.11173169314861298,mendax,syscall_entry_recvfrom,1.4852209091186523,elasticsearchm,"pid = 14350, tid = 14350","fd = 13, count = 8096"
'06:13:02.281622961,-0.12030713260173798,mendax,syscall_exit_mmap,1.2998111248016357,gnome-shell,"pid = 14350, tid = 14350",ret = 0xEFD5BF51F000
'06:13:02.279836592,-0.11173169314861298,mendax,syscall_entry_recvfrom,1.4852209091186523,elasticsearchm,"pid = 14350, tid = 14350","fd = 13, count = 8096"
'06:13:02.281622961,-0.12030713260173798,mendax,syscall_exit_mmap,1.2998111248016357,gnome-shell,"pid = 14350, tid = 14350",ret = 0xEFD5BF51F000
'06:13:02.279836592,-0.11173169314861298,mendax,syscall_entry_recvfrom,1.4852209091186523,elasticsearchm,"pid = 14350, tid = 14350","fd = 13, count = 8096"
'06:13:02.281622961,-0.12030713260173798,mendax,syscall_exit_mmap,1.2998111248016357,gnome-shell,"pid = 14350, tid = 14350",ret = 0xEFD5BF51F000
'06:13:02.279836592,-0.11173169314861298,mendax,syscall_entry_recvfrom,1.4852209091186523,elasticsearchm,"pid = 14350, tid = 14350","fd = 13, count = 8096"
'06:13:02.281622961,-0.12030713260173798,mendax,syscall_exit_mmap,1.2998111248016357,gnome-shell,"pid = 14350, tid = 14350",ret = 0xEFD5BF51F000
'06:13:02.279836592,-0.11173169314861298,mendax,syscall_entry_recvfrom,1.4852209091186523,elasticsearchm,"pid = 14350, tid = 14350","fd = 13, count = 8096"
'06:13:02.281622961,-0.12030713260173798,mendax,syscall_exit_mmap,1.2998111248016357,gnome-shell,"pid = 14350, tid = 14350",ret = 0xEFD5BF51F000
'06:13:02.279836592,-0.11173169314861298,mendax,syscall_entry_recvfrom,1.4852209091186523,elasticsearchm,"pid = 14350, tid = 14350","fd = 13, count = 8096"
'06:13:02.281622961,-0.12030713260173798,mendax,syscall_exit_mmap,1.2998111248016357,gnome-shell,"pid = 14350, tid = 14350",ret = 0xEFD5BF51F000
'06:13:02.279836592,-0.11173169314861298,mendax,syscall_entry_recvfrom,1.4852209091186523,elasticsearchm,"pid = 14350, tid = 14350","fd = 13, count = 8096"
'06:13:02.281622961,-0.12030713260173798,mendax,syscall_exit_mmap,1.2998111248016357,gnome-shell,"pid = 14350, tid = 14350",ret = 0xEFD5BF51F000
'06:13:02.279836592,-0.11173169314861298,mendax,syscall_entry_recvfrom,1.4852209091186523,elasticsearchm,"pid = 14350, tid = 14350","fd = 13, count = 8096"
'06:13:02.281622961,-0.12030713260173798,mendax,syscall_exit_mmap,1.2998111248016357,gnome-shell,"pid = 14350, tid = 14350",ret = 0xEFD5BF51F000
'06:13:02.279836592,-0.11173169314861298,mendax,syscall_entry_recvfrom,1.4852209091186523,elasticsearchm,"pid = 14350, tid = 14350","fd = 13, count = 8096"
'06:13:02.281622961,-0.12030713260173798,mendax,syscall_exit_mmap,1.2998111248016357,gnome-shell,"pid = 14350, tid = 14350",ret = 0xEFD5BF51F000
'06:13:02.279836592,-0.11173169314861298,mendax,syscall_entry_recvfrom,1.4852209091186523,elasticsearchm,"pid = 14350, tid = 14350","fd = 13, count = 8096"
'06:13:02.281622961,-0.12030713260173798,mendax,syscall_exit_mmap,1.2998111248016357,gnome-shell,"pid = 14350, tid = 14350",ret = 0xEFD5BF51F000
'06:13:02.279836592,-0.11173169314861298,mendax,syscall_entry_recvfrom,1.4852209091186523,elasticsearchm,"pid = 14350, tid = 14350","fd = 13, count = 8096"
'06:13:02.281622961,-0.12030713260173798,mendax,syscall_exit_mmap,1.2998111248016357,gnome-shell,"pid = 14350, tid = 14350",ret = 0xEFD5BF51F000
'06:13:02.279836592,-0.11173169314861298,mendax,syscall_entry_recvfrom,1.4852209091186523,elasticsearchm,"pid = 14350, tid = 14350","fd = 13, count = 8096"
'06:13:02.281622961,-0.12030713260173798,mendax,syscall_exit_mmap,1.2998111248016357,gnome-shell,"pid = 14350, tid = 14350",ret = 0xEFD5BF51F000
'06:13:02.279836592,-0.11173169314861298,mendax,syscall_entry_recvfrom,1.4852209091186523,elasticsearchm,"pid = 14350, tid = 14350","fd = 13, count = 8096"
'06:13:02.281622961,-0.12030713260173798,mendax,syscall_exit_mmap,1.2998111248016357,gnome-shell,"pid = 14350, tid = 14350",ret = 0xEFD5BF51F000
'06:13:02.279836592,-0.11173169314861298,mendax,syscall_entry_recvfrom,1.4852209091186523,elasticsearchm,"pid = 14350, tid = 14350","fd = 13, count = 8096"
'06:13:02.281622961,-0.12030713260173798,mendax,syscall_exit_mmap,1.2998111248016357,gnome-shell,"pid = 14350, tid = 14350",ret = 0xEFD5BF51F000
'06:13:02.279836592,-0.11173169314861298,mendax,syscall_entry_recvfrom,1.4852209091186523,elasticsearchm,"pid = 14350, tid = 14350","fd = 13, count = 8096"
'06:13:02.281622961,-0.12030713260173798,mendax,syscall_exit_mmap,1.2998111248016357,gnome-shell,"pid = 14350, tid = 14350",ret = 0xEFD5BF51F000
'06:13:02.279836592,-0.11173169314861298,mendax,syscall_entry_recvfrom,1.4852209091186523,elasticsearchm,"pid = 14350, tid = 14350","fd = 13, count = 8096"
'06:13:02.281622961,-0.12030713260173798,mendax,syscall_exit_mmap,1.2998111248016357,gnome-shell,"pid = 14350, tid = 14350",ret = 0xEFD5BF51F000
'06:13:02.279836592,-0.11173169314861298,mendax,syscall_entry_recvfrom,1.4852209091186523,elasticsearchm,"pid = 14350, tid = 14350","fd = 13, count = 8096"
'06:13:02.281622961,-0.12030713260173798,mendax,syscall_exit_mmap,1.2998111248016357,gnome-shell,"pid = 14350, tid = 14350",ret = 0xEFD5BF51F000
'06:13:02.279836592,-0.11173169314861298,mendax,syscall_entry_recvfrom,1.4852209091186523,elasticsearchm,"pid = 14350, tid = 14350","fd = 13, count = 8096"
'06:13:02.281622961,-0.12030713260173798,mendax,syscall_exit_mmap,1.2998111248016357,gnome-shell,"pid = 14350, tid = 14350",ret = 0xEFD5BF51F000
'06:13:02.279836592,-0.11173169314861298,mendax,syscall_entry_recvfrom,1.4852209091186523,elasticsearchm,"pid = 14350, tid = 14350","fd = 13, count = 8096"
'06:13:02.281622961,-0.12030713260173798,mendax,syscall_exit_mmap,1.2998111248016357,gnome-shell,"pid = 14350, tid = 14350",ret = 0xEFD5BF51F000
'06:13:02.279836592,-0.11173169314861298,mendax,syscall_entry_recvfrom,1.4852209091186523,elasticsearchm,"pid = 14350, tid = 14350","fd = 13, count = 8096"
'06:13:02.281622961,-0.12030713260173798,mendax,syscall_exit_mmap,1.2998111248016357,gnome-shell,"pid = 14350, tid = 14350",ret = 0xEFD5BF51F000
'06:13:02.279836592,-0.11173169314861298,mendax,syscall_entry_recvfrom,1.4852209091186523,elasticsearchm,"pid = 14350, tid = 14350","fd = 13, count = 8096"
'06:13:02.281622961,-0.12030713260173798,mendax,syscall_exit_mmap,1.2998111248016357,gnome-shell,"pid = 14350, tid = 14350",ret = 0xEFD5BF51F000
'06:13:02.279836592,-0.11173169314861298,mendax,syscall_entry_recvfrom,1.4852209091186523,elasticsearchm,"pid = 14350, tid = 14350","fd = 13, count = 8096"
'06:13:02.281622961,-0.12030713260173798,mendax,syscall_exit_mmap,1.2998111248016357,gnome-shell,"pid = 14350, tid = 14350",ret = 0xEFD5BF51F000
'06:13:02.279836592,-0.11173169314861298,mendax,syscall_entry_recvfrom,1.4852209091186523,elasticsearchm,"pid = 14350, tid = 14350","fd = 13, count = 8096"
'06:13:02.281622961,-0.12030713260173798,mendax,syscall_exit_mmap,1.2998111248016357,gnome-shell,"pid = 14350, tid = 14350",ret = 0xEFD5BF51F000
'06:13:02.279836592,-0.11173169314861298,mendax,syscall_entry_recvfrom,1.4852209091186523,elasticsearchm,"pid = 14350, tid = 14350","fd = 13, count = 8096"
'06:13:02.281622961,-0.12030713260173798,mendax,syscall_exit_mmap,1.2998111248016357,gnome-shell,"pid = 14350, tid = 14350",ret = 0xEFD5BF51F000
'06:13:02.279836592,-0.11173169314861298,mendax,syscall_entry_recvfrom,1.4852209091186523,elasticsearchm,"pid = 14350, tid = 14350","fd = 13, count = 8096"
