timestamp,time_elapsed,host_name,event_name,cpu_id,procname,process_details,kernel_details,unique_id
''06:13:02.230734848,0.000002041,synthetic_host,syscall_entry_sync_file_range,0,lttng-consumerd,"pid = 14323, tid = 14330","POLLIN = 0, POLLPRI = 0, POLLOUT = 1, POLLERR = 0, POLLHUP = 0, padding = 0",9522085
''06:13:02.231186944,0.000000334,synthetic_host,syscall_exit_sync_file_range,3,curl,"pid = 14323, tid = 14330",ret = 0,3983177
''06:13:02.229586432,0.000022500,synthetic_host,syscall_exit_ioctl,3,llvmpipe-0,"pid = 3154, tid = 3215",ret = 0,15256562
''06:13:02.228366592,0.000000125,synthetic_host,syscall_exit_read,2,lttng-consumerd,"pid = 12061, tid = 12061","procname = ""curl"", pid = 14344, tid = 14344",13737036
''06:13:02.231516928,0.000541902,synthetic_host,syscall_entry_sync_file_range,3,elasticsearchm,"pid = 11822, tid = 11859","fd = 35, offset = 131072, len = 4096, advice = 4",455060
''06:13:02.229898496,0.000000542,synthetic_host,syscall_exit_ioctl,3,curl,"pid = 14323, tid = 14330","epfd = 13, maxevents = 1024, timeout = 10, sigmask = 0x0, sigsetsize = 8",2235522
''06:13:02.231070976,0.000000375,synthetic_host,syscall_entry_epoll_pwait,3,curl,"pid = 14323, tid = 14330","fd = 576, count = 65536",13022455
''06:13:02.229492224,0.000000375,synthetic_host,syscall_entry_getsockopt,0,lttng-consumerd,"pid = 11822, tid = 11859","fd = 35, offset = 114688, nbytes = 4096, flags = 2",6298406
''06:13:02.231425536,0.000000291,synthetic_host,syscall_exit_ioctl,0,lttng-consumerd,"pid = 14323, tid = 14330","POLLIN = 1, POLLPRI = 1, POLLOUT = 0, POLLERR = 0, POLLHUP = 0, padding = 0",15382329
''06:13:02.228802816,0.000001334,synthetic_host,syscall_entry_ioctl,3,lttng-consumerd,"pid = 11822, tid = 11859","fd = 34, cmd = 62981, arg = 275115481893672",10225746
''06:13:02.231485952,0.000000208,synthetic_host,syscall_entry_ioctl,0,node,"pid = 3154, tid = 3216",ret = 14344,1290155
''06:13:02.229974784,0.000000791,synthetic_host,syscall_exit_futex,0,elasticsearchm,"pid = 14344, tid = 14344","ret = 0, fds_length = 0, overflow = 0, fds = [ ]",5315050
''06:13:02.231526912,0.000019583,synthetic_host,syscall_exit_ppoll,0,lttng-consumerd,"pid = 2932, tid = 2972","ret = 1, fds_length = 0, overflow = 0, fds = [ ]",15132326
''06:13:02.231383040,0.000000625,synthetic_host,syscall_exit_futex,2,lttng-consumerd,"pid = 11822, tid = 11868","ret = 8, buf = 281458146600240",6050642
''06:13:02.231281152,0.000000458,synthetic_host,syscall_exit_ioctl,0,lttng-consumerd,"pid = 14323, tid = 14330",ret = 0,9414094
''06:13:02.231948800,0.000020499,synthetic_host,syscall_entry_close,0,data-loop.0,"pid = 11822, tid = 11867","ret = 1, uaddr = 194557001039528, uaddr2 = 0",7199379
''06:13:02.232135424,0.000000333,synthetic_host,syscall_exit_setsockopt,0,gnome-shell,"pid = 14323, tid = 14330","fd = 35, offset = 57344, nbytes = 4096, flags = 7",10711641
''06:13:02.231550208,0.000000375,synthetic_host,syscall_exit_ppoll,0,lttng-consumerd,"pid = 14323, tid = 14330","fd = 34, cmd = 62981, arg = 275115481893672",11286297
''06:13:02.231428608,0.000013416,synthetic_host,syscall_entry_write,3,curl,"pid = 14323, tid = 14330","fd = 35, offset = 16384, nbytes = 4096, flags = 2",5812877
''06:13:02.231742464,0.000000167,synthetic_host,syscall_entry_read,0,lttng-consumerd,"pid = 3154, tid = 3216","ret = 0, arg = 275115444656688",13016184
''06:13:02.230836992,0.000042499,synthetic_host,syscall_exit_epoll_pwait,0,lttng-consumerd,"pid = 14323, tid = 14330","fd = 34, cmd = 2148070919, arg = 275115444656752",12415752
''06:13:02.230738176,0.000006333,synthetic_host,syscall_entry_close,3,lttng-consumerd,"pid = 2932, tid = 2972","ret = 0, arg = 275115444656752",14841966
''06:13:02.229167616,0.000000416,synthetic_host,syscall_exit_ioctl,0,curl,"pid = 14323, tid = 14330","ret = 0, arg = 275115444656768",5212134
''06:13:02.231223040,0.000000166,synthetic_host,syscall_entry_epoll_pwait,3,lttng-consumerd,"pid = 14323, tid = 14332","epfd = 13, maxevents = 1024, timeout = 10, sigmask = 0x0, sigsetsize = 8",1480719
''06:13:02.231014656,0.000058165,synthetic_host,syscall_exit_epoll_pwait,1,lttng-consumerd,"pid = 11822, tid = 11867","uaddr = 194557001039896, op = 129, val = 1, utime = 0, uaddr2 = 0, val3 = 3572465704",11521950
''06:13:02.228586496,0.000007250,synthetic_host,syscall_exit_setsockopt,3,elasticsearchm,"pid = 2932, tid = 2972","ret = 1, uaddr = 246917844007516, uaddr2 = 16932",14655961
''06:13:02.230750464,0.000000375,synthetic_host,syscall_exit_epoll_pwait,3,curl,"pid = 14323, tid = 14330",ret = 8,9188925
''06:13:02.232212224,0.000000208,synthetic_host,syscall_entry_epoll_pwait,3,elasticsearchm,"pid = 14323, tid = 14330","ret = 0, fd = 35, offset = 32768, len = 4096, advice = 4",2187498
''06:13:02.228206592,0.000000125,synthetic_host,syscall_exit_ioctl,0,lttng-consumerd,"pid = 12061, tid = 12061","fd = 34, cmd = 2148070919, arg = 275115444656752",8652139
''06:13:02.231801344,0.000002709,synthetic_host,syscall_entry_ioctl,0,lttng-consumerd,"pid = 3154, tid = 3213","ret = 0, fd = 35, offset = 36864, len = 4096, advice = 4",1345895
''06:13:02.231045888,0.000000166,synthetic_host,syscall_entry_timerfd_settime,1,lttng-consumerd,"pid = 2932, tid = 2972","fd = 66, cmd = 3230155043, arg = 219392954314048",4228688
''06:13:02.231931904,0.000002667,synthetic_host,syscall_entry_futex,0,curl,"pid = 14323, tid = 14330","ret = 3, uaddr = 194557001051044, uaddr2 = 0",9429581
''06:13:02.231635968,0.000001000,synthetic_host,syscall_entry_sync_file_range,3,gnome-shell,"pid = 14344, tid = 14344","ret = 0, arg = 275115444656752",4302018
''06:13:02.231691520,0.000000208,synthetic_host,syscall_exit_futex,0,llvmpipe-0,"pid = 12061, tid = 12061",ret = 4096,2947832
''06:13:02.231612928,0.000000583,synthetic_host,syscall_entry_futex,2,llvmpipe-3,"pid = 14344, tid = 14344","addr = 248270898528256, len = 7602176",2901490
''06:13:02.230777856,0.000000208,synthetic_host,syscall_exit_fcntl,0,llvmpipe-0,"pid = 3154, tid = 3213","ret = 0, uaddr = 246917844007516, uaddr2 = 0",3938583
''06:13:02.231783680,0.000000167,synthetic_host,syscall_exit_futex,0,lttng-consumerd,"pid = 14323, tid = 14330",ret = 4096,5684205
''06:13:02.229568768,0.000009041,synthetic_host,syscall_entry_getsockname,3,C1 CompilerThre,"pid = 3154, tid = 3154","fd = 60, count = 32",7612873
''06:13:02.231587584,0.000000459,synthetic_host,syscall_entry_epoll_ctl,3,curl,"pid = 12061, tid = 12061","POLLIN = 1, POLLPRI = 0, POLLOUT = 0, POLLERR = 0, POLLHUP = 0, padding = 0",3953559
''06:13:02.230953728,0.000001833,synthetic_host,syscall_entry_recvmsg,3,lttng-consumerd,"pid = 3154, tid = 3154","fd = 35, buf = 275115481833472, count = 4096",14996590
''06:13:02.228771328,0.000035499,synthetic_host,syscall_exit_getsockname,2,gnome-shell,"pid = 12061, tid = 12061","fd = 35, offset = 114688, nbytes = 4096, flags = 7",9993026
''06:13:02.231253504,0.000001750,synthetic_host,syscall_exit_futex,2,C1 CompilerThre,"pid = 14323, tid = 14330","fd = 549, count = 16",8671536
''06:13:02.230900480,0.000000167,synthetic_host,syscall_entry_fadvise64_64,0,lttng-consumerd,"pid = 11822, tid = 11868","procname = ""curl"", pid = 14345, tid = 14345",2545035
''06:13:02.232285952,0.000000417,synthetic_host,syscall_exit_recvfrom,1,curl,"pid = 2932, tid = 2972",ret = 0,7118952
''06:13:02.229478400,0.000002917,synthetic_host,syscall_exit_futex,3,C1 CompilerThre,"pid = 3154, tid = 3216","uaddr = 267960195430336, op = 129, val = 2147483647, utime = 0, uaddr2 = 0, val3 = 0",8906128
''06:13:02.228264960,0.000002750,synthetic_host,syscall_entry_sync_file_range,0,curl,"pid = 14345, tid = 14345","fd = 34, cmd = 2148070923, arg = 275115444656688",2471419
''06:13:02.231694080,0.000000458,synthetic_host,syscall_entry_ioctl,0,lttng-consumerd,"pid = 11822, tid = 11859","uaddr = 194557001039528, op = 129, val = 1, utime = 0, uaddr2 = 0, val3 = 3572465336",6479841
''06:13:02.231278848,0.000001292,synthetic_host,syscall_entry_futex,3,llvmpipe-0,"pid = 11822, tid = 11841","uaddr = 260299015465996, op = 129, val = 2147483647, utime = 0, uaddr2 = 222501009395736, val3 = 228626440",4004592
''06:13:02.231546624,0.000000250,synthetic_host,syscall_exit_futex,3,lttng-runas,"pid = 14323, tid = 14330","sig = 13, act = 281474642530040, sigsetsize = 8",15845694
''06:13:02.230808832,0.000000083,synthetic_host,syscall_entry_ioctl,0,lttng-consumerd,"pid = 14323, tid = 14330","ret = 0, uaddr = 194557001039160, uaddr2 = 0",5161262
''06:13:02.231149312,0.000008250,synthetic_host,syscall_entry_write,0,lttng-consumerd,"pid = 14344, tid = 14344",ret = 14344,109711
''06:13:02.231387904,0.000000292,synthetic_host,syscall_exit_fcntl,1,llvmpipe-0,"pid = 14324, tid = 14324","fd = 13, cmd = 3222299827, arg = 248272618772584",6035253
''06:13:02.230620416,0.000000208,synthetic_host,syscall_exit_futex,0,lttng-consumerd,"pid = 14323, tid = 14330","ret = 0, arg = 219392954314048",6259443
''06:13:02.231238912,0.000002500,synthetic_host,syscall_exit_ioctl,0,lttng-consumerd,"pid = 14345, tid = 14345","fd = 35, offset = 40960, nbytes = 4096, flags = 2",999910
''06:13:02.231420672,0.000000208,synthetic_host,syscall_exit_ioctl,3,curl,"pid = 14323, tid = 14330","ret = 0, arg = 275115444656768",13248427
''06:13:02.230980608,0.000003125,synthetic_host,syscall_entry_futex,0,llvmpipe-1,"pid = 14323, tid = 14330",ret = 14344,16516266
''06:13:02.228242432,0.000191495,synthetic_host,syscall_exit_read,0,lttng-consumerd,"pid = 14345, tid = 14345",ret = 14345,14610016
''06:13:02.230829312,0.000000125,synthetic_host,syscall_entry_futex,0,curl,"pid = 14323, tid = 14330","fd = 34, cmd = 2148070923, arg = 275115444656688",16637210
''06:13:02.231050240,0.000000167,synthetic_host,syscall_exit_timerfd_settime,3,gnome-shell,"pid = 14323, tid = 14330","fd = 34, cmd = 62981, arg = 275115481893672",6164676
''06:13:02.229442048,0.000000208,synthetic_host,syscall_exit_futex,0,curl,"pid = 14323, tid = 14330","ret = 0, fd = 35, offset = 73728, len = 4096, advice = 4",15795338
''06:13:02.231388416,0.000002583,synthetic_host,syscall_entry_read,2,lttng-consumerd,"pid = 3154, tid = 3154","fd = 576, usockaddr_len = 246916502706368",10252017
''06:13:02.228925696,0.000022124,synthetic_host,syscall_entry_recvfrom,1,node,"pid = 14323, tid = 14330","uaddr = 194557001040348, op = 129, val = 1, utime = 0, uaddr2 = 0, val3 = 3572465704",3857779
''06:13:02.231281152,0.000000167,synthetic_host,syscall_entry_futex,2,lttng-consumerd,"pid = 14323, tid = 14330","POLLIN = 1, POLLPRI = 0, POLLOUT = 0, POLLERR = 0, POLLHUP = 0, padding = 0",26723
''06:13:02.231563520,0.000000541,synthetic_host,syscall_exit_ioctl,0,lttng-consumerd,"pid = 14323, tid = 14330","uaddr = 194557001039528, op = 129, val = 1, utime = 0, uaddr2 = 0, val3 = 3572465336",14806715
''06:13:02.231256064,0.000004791,synthetic_host,syscall_entry_futex,1,llvmpipe-1,"pid = 3154, tid = 3213","ret = 32, buf = 246916493258680",4817743
''06:13:02.230888704,0.000000500,synthetic_host,syscall_entry_fcntl,2,elasticsearchm,"pid = 14323, tid = 14330","fd = 35, offset = 61440, len = 4096, advice = 4",500632
''06:13:02.228768768,0.000010833,synthetic_host,syscall_entry_getrandom,0,curl,"pid = 14323, tid = 14330","addr = 248270898528256, len = 7602176",169202
''06:13:02.230839296,0.000021333,synthetic_host,syscall_exit_ioctl,0,gnome-shell,"pid = 14323, tid = 14330","ret = 0, uaddr = 267960194247448, uaddr2 = 0",5201031
''06:13:02.232116224,0.000009083,synthetic_host,syscall_exit_futex,3,lttng-consumerd,"pid = 3154, tid = 3215","ret = 0, arg = 275115481893672",16248643
''06:13:02.230709248,0.000002500,synthetic_host,syscall_exit_ioctl,3,curl,"pid = 14323, tid = 14330","ret = 0, arg = 275115444656752",10433165
''06:13:02.228764160,0.000000291,synthetic_host,syscall_exit_fadvise64_64,3,lttng-consumerd,"pid = 14323, tid = 14330","EPOLLIN = 1, EPOLLPRI = 0, EPOLLOUT = 0, EPOLLERR = 0, padding = 0",9722887
''06:13:02.231443712,0.000000792,synthetic_host,syscall_entry_sync_file_range,0,curl,"pid = 14323, tid = 14330","fd = 34, cmd = 62982, arg = 275115481893672",14335217
''06:13:02.228139264,0.000001333,synthetic_host,syscall_entry_getpid,0,curl,"pid = 14323, tid = 14330","fd = 35, buf = 275115481837568, count = 4096",12502165
''06:13:02.231484416,0.000012666,synthetic_host,syscall_entry_read,2,llvmpipe-3,"pid = 14345, tid = 14345","ret = 0, arg = 0",15109565
''06:13:02.231126784,0.000004958,synthetic_host,syscall_entry_futex,0,elasticsearchm,"pid = 11822, tid = 11867","procname = ""curl"", pid = 14345, tid = 14345",7343519
''06:13:02.230801664,0.000000917,synthetic_host,syscall_entry_ioctl,3,gnome-shell,"pid = 3154, tid = 3216","procname = ""curl"", pid = 14344, tid = 14344",4905206
''06:13:02.231374336,0.000000167,synthetic_host,syscall_exit_futex,2,curl,"pid = 14345, tid = 14345","fd = 35, offset = 65536, nbytes = 4096, flags = 7",10434683
''06:13:02.227911936,0.000000208,synthetic_host,syscall_exit_fadvise64_64,1,lttng-consumerd,"pid = 14345, tid = 14345","fd = 576, level = 6, optname = 1, optval = 246916502705964, optlen = 4",11467798
''06:13:02.231083776,0.000005000,synthetic_host,syscall_exit_munmap,0,lttng-consumerd,"pid = 14323, tid = 14330","uaddr = 194557001040264, op = 129, val = 1, utime = 0, uaddr2 = 0, val3 = 3572466072",6778333
''06:13:02.229219840,0.000000084,synthetic_host,syscall_entry_close,3,elasticsearchm,"pid = 14345, tid = 14345",ret = 4096,4480227
''06:13:02.232118528,0.000001125,synthetic_host,syscall_entry_sync_file_range,3,elasticsearchm,"pid = 14345, tid = 14345","fd = 34, cmd = 2148070919, arg = 275115444656752",8035282
''06:13:02.229640448,0.000035499,synthetic_host,syscall_entry_read,0,curl,"pid = 14323, tid = 14330","procname = ""curl"", pid = 14345, tid = 14345",5802024
''06:13:02.228523008,0.000000208,synthetic_host,syscall_exit_rt_sigaction,3,lttng-consumerd,"pid = 14324, tid = 14324","ret = 0, fd = 35, offset = 0, len = 4096, advice = 4",15760938
''06:13:02.232166144,0.000001750,synthetic_host,syscall_exit_ioctl,3,lttng-consumerd,"pid = 14323, tid = 14330",ret = 4096,11069622
''06:13:02.231936512,0.000000417,synthetic_host,syscall_exit_futex,3,elasticsearchm,"pid = 11822, tid = 11859","POLLIN = 1, POLLPRI = 0, POLLOUT = 0, POLLERR = 0, POLLHUP = 0, padding = 0",12049352
''06:13:02.232135680,0.000000083,synthetic_host,syscall_entry_fadvise64_64,3,elasticsearchm,"pid = 14323, tid = 14330","fd = 576, cmd = 4, arg = 2050",13149144
''06:13:02.232069376,0.000000083,synthetic_host,syscall_exit_epoll_pwait,0,data-loop.0,"pid = 14323, tid = 14330","ret = 0, otmr = 0",7123289
''06:13:02.229159680,0.000005000,synthetic_host,syscall_entry_ioctl,2,lttng-consumerd,"pid = 14323, tid = 14330",ret = 0,14368998
''06:13:02.231259648,0.000000375,synthetic_host,syscall_entry_sync_file_range,3,data-loop.0,"pid = 12061, tid = 12061","ret = 0, fd = 35, offset = 53248, len = 4096, advice = 4",4951269
''06:13:02.231620608,0.000001166,synthetic_host,syscall_exit_connect,0,curl,"pid = 14323, tid = 14330","ret = 0, uaddr = 194557001040264, uaddr2 = 0",4416000
''06:13:02.229218816,0.000000167,synthetic_host,syscall_entry_write,0,elasticsearchm,"pid = 14323, tid = 14330","uaddr = 194557001039612, op = 129, val = 1, utime = 0, uaddr2 = 0, val3 = 3572464968",13234780
''06:13:02.232120576,0.000023000,synthetic_host,syscall_entry_timerfd_settime,1,llvmpipe-1,"pid = 12061, tid = 12061",ret = 517,566265
''06:13:02.228649216,0.000000292,synthetic_host,syscall_exit_setsockopt,1,curl,"pid = 11822, tid = 11867",ret = 14344,4172123
''06:13:02.228459264,0.000000250,synthetic_host,syscall_exit_recvfrom,0,elasticsearchm,"pid = 11822, tid = 11867","ret = 0, arg = 275115444656760",1698534
''06:13:02.231598336,0.000000583,synthetic_host,syscall_entry_sync_file_range,3,lttng-consumerd,"pid = 3154, tid = 3216","procname = ""curl"", pid = 14344, tid = 14344",5084935
''06:13:02.229096704,0.000060374,synthetic_host,syscall_entry_recvmsg,1,node,"pid = 11822, tid = 11859","fd = 35, offset = 61440, nbytes = 4096, flags = 7",12469564
''06:13:02.231865600,0.000000084,synthetic_host,syscall_entry_close,3,llvmpipe-1,"pid = 3154, tid = 3154","ret = 0, uaddr = 260299015465752, uaddr2 = 0",3896467
''06:13:02.228391168,0.000001542,synthetic_host,syscall_entry_futex,0,elasticsearchm,"pid = 14323, tid = 14330","fd = 34, cmd = 2148070920, arg = 275115444656760",12214927
''06:13:02.231040512,0.000001333,synthetic_host,syscall_exit_futex,3,lttng-consumerd,"pid = 14323, tid = 14330","procname = ""curl"", pid = 14345, tid = 14345",2983146
''06:13:02.231584768,0.000000417,synthetic_host,syscall_entry_futex,2,lttng-consumerd,"pid = 14323, tid = 14330","uaddr = 194556998095648, op = 393, val = 0, utime = 0, uaddr2 = 0, val3 = 4294967295",850391
''06:13:02.227911936,0.000035499,synthetic_host,syscall_exit_sync_file_range,3,lttng-consumerd,"pid = 14323, tid = 14330","ret = 0, uaddr = 194557001040264, uaddr2 = 0",3603486
''06:13:02.231080448,0.000000208,synthetic_host,syscall_exit_getpid,0,gnome-shell,"pid = 3154, tid = 3213","fd = 35, offset = 32768, nbytes = 4096, flags = 2",13071910
''06:13:02.227911936,0.000000167,synthetic_host,syscall_exit_ioctl,3,C1 CompilerThre,"pid = 11822, tid = 11868","ret = 1, uaddr = 194557001039528, uaddr2 = 0",13929819
''06:13:02.227912192,0.000020249,synthetic_host,syscall_exit_fcntl,3,llvmpipe-0,"pid = 14323, tid = 14330","fd = 34, cmd = 62981, arg = 275115481893672",44602
''06:13:02.228731136,0.000000417,synthetic_host,syscall_exit_futex,0,elasticsearchm,"pid = 2932, tid = 2972","uaddr = 260299015465752, op = 129, val = 2147483647, utime = 0, uaddr2 = 0, val3 = 0",6304833
''06:13:02.230993152,0.000000125,synthetic_host,syscall_entry_ioctl,3,curl,"pid = 14344, tid = 14344","fd = 60, count = 32",15778936
''06:13:02.231824128,0.000000334,synthetic_host,syscall_entry_fadvise64_64,2,llvmpipe-0,"pid = 14323, tid = 14330","fd = 35, buf = 275115481837568, count = 4096",9860687
