timestamp,time_elapsed,host_name,event_name,cpu_id,procname,process_details,kernel_details,unique_id
'06:13:02.274432195,0.000000333,synthetic_host,syscall_entry_mmap,0,curl,"pid = 11757, tid = 11776","ret = 14351, stat_addr = 281474078127088, ru = 0",8940923
'06:13:02.274400738,0.000003584,synthetic_host,syscall_entry_futex,0,curl,"pid = 14349, tid = 14349","ret = 1, uaddr = 194557001039980, uaddr2 = 0",2608320
'06:13:02.252399409,0.000000417,synthetic_host,syscall_entry_setsockopt,0,gnome-shell,"pid = 14349, tid = 14349","sig = 13, act = 281474642530040, sigsetsize = 8",7624788
'06:13:02.255161502,0.000032291,synthetic_host,syscall_exit_ppoll,2,elasticsearchm,"pid = 11822, tid = 11859","sig = 22, act = 281474078124984, sigsetsize = 8",12112361
'06:13:02.285146867,0.000004541,synthetic_host,syscall_exit_rt_sigprocmask,3,bash,"pid = 14346, tid = 14346",ret = 0xFAB8A5FF5000,5770917
'06:13:02.240106779,0.000006374,synthetic_host,syscall_entry_newfstat,0,curl,"pid = 11822, tid = 11857","ret = 0, uaddr = 194557001609584, uaddr2 = 0",9508912
'06:13:02.262590762,0.000016750,synthetic_host,syscall_exit_getpid,2,sleep,"pid = 14316, tid = 14316","addr = 275670965547008, len = 57392",4212185
'06:13:02.252081209,0.000385406,synthetic_host,syscall_exit_futex,0,curl,"pid = 14349, tid = 14349","addr = 0xFF4AB2D20000, len = 1128400, prot = 5, flags = 2066, fd = 3, offset = 0",15541353
'06:13:02.238536071,0.000001208,synthetic_host,syscall_exit_getpid,1,curl,"pid = 14348, tid = 14348","fd = 35, offset = 155648, nbytes = 4096, flags = 7",10492655
'06:13:02.241497367,0.000020499,synthetic_host,syscall_exit_getpid,0,sleep,"pid = 14348, tid = 14348",ret = 0xEFD5C0268000,10458971
'06:13:02.236967363,0.000007125,synthetic_host,syscall_exit_mprotect,3,bash,"pid = 14352, tid = 14352","procname = ""bash"", pid = 14347, tid = 14347",12263383
'06:13:02.227912438,0.000000166,synthetic_host,syscall_entry_ioctl,0,lttng-consumerd,"pid = 14323, tid = 14330",ret = 4096,4019998
'06:13:02.253480797,0.000004250,synthetic_host,syscall_exit_sendto,1,curl,"pid = 11757, tid = 11776","ret = 832, buf = 281474473867712",1144810
'06:13:02.243158239,0.000007125,synthetic_host,syscall_exit_rt_sigaction,0,curl,"pid = 14349, tid = 14349","ret = 48, buf = 195224848250304, count = 48, flags = 0",8959477
'06:13:02.253231178,0.000541902,synthetic_host,syscall_entry_ioctl,0,lttng-consumerd,"pid = 14323, tid = 14330","ret = 0, arg = 248272618772584",6626183
'06:13:02.231675462,0.000006958,synthetic_host,syscall_entry_sync_file_range,2,lttng-consumerd,"pid = 14323, tid = 14330","sig = 13, act = 281474642530040, sigsetsize = 8",15130797
'06:13:02.285385278,0.000017249,synthetic_host,syscall_entry_futex,3,curl,"pid = 14346, tid = 14346","uaddr = 260299015465752, op = 129, val = 2147483647, utime = 0, uaddr2 = 0, val3 = 0",15563562
'06:13:02.276625970,0.000000167,synthetic_host,syscall_entry_recvmsg,1,gnome-shell,"pid = 14348, tid = 14348","fd = 35, offset = 172032, nbytes = 4096, flags = 2",15544395
'06:13:02.287307435,0.000000916,synthetic_host,syscall_exit_mmap,3,curl,"pid = 14352, tid = 14352","addr = 250143569154048, len = 58288",8338781
'06:13:02.282624518,0.000001584,synthetic_host,syscall_exit_futex,3,curl,"pid = 14352, tid = 14352","uaddr = 194557001051044, op = 129, val = 2147483647, utime = 0, uaddr2 = 0, val3 = 3572466072",15835394
'06:13:02.236918156,0.000001875,synthetic_host,syscall_exit_newfstat,0,sleep,"pid = 14349, tid = 14349","ret = 0, oset = 281474078126856",5356539
'06:13:02.285550315,0.000001250,synthetic_host,syscall_entry_read,3,gnome-shell,"pid = 14351, tid = 14351",ret = 0xE3811584F000,5084675
'06:13:02.258824362,0.000023624,synthetic_host,syscall_entry_openat,1,curl,"pid = 14350, tid = 14350","ret = 0, arg = 281474056595328",15351542
'06:13:02.284900999,0.000000334,synthetic_host,syscall_entry_getpid,3,curl,"pid = 14344, tid = 14344","start = 265222378020864, len = 8192, prot = 1",16688849
'06:13:02.281547755,0.000002167,synthetic_host,syscall_exit_futex,3,sleep,"pid = 14351, tid = 14351","dfd = -100, filename = ""/usr/share/locale/en_US.UTF-8/LC_MESSAGES/coreutils.mo"", flags = 0, mode = 0",5738695
'06:13:02.285271572,0.000001042,synthetic_host,syscall_exit_openat,3,curl,"pid = 11757, tid = 11776",ret = 0xE3811695F000,1447330
'06:13:02.272977901,0.000000292,synthetic_host,syscall_exit_futex,1,curl,"pid = 14350, tid = 14350","ret = 1, uaddr = 194557001039612, uaddr2 = 0",13858497
'06:13:02.268833678,0.000001292,synthetic_host,syscall_exit_read,0,curl,"pid = 11822, tid = 11860","uaddr = 194557001051044, op = 128, val = 166992, utime = 0, uaddr2 = 0, val3 = 3572465336",948350
'06:13:02.233444540,0.000001041,synthetic_host,syscall_entry_rt_sigprocmask,2,bash,"pid = 3154, tid = 3209","fd = 5, count = 8",14425442
'06:13:02.274094704,0.000099706,synthetic_host,syscall_exit_execve,1,curl,"pid = 11757, tid = 11776",ret = 0xE3811559F000,13342306
'06:13:02.269839026,0.000004250,synthetic_host,syscall_exit_futex,2,sleep,"pid = 14314, tid = 14314",ret = 0xEFD5BFDEF000,5241084
'06:13:02.265427019,0.000001333,synthetic_host,syscall_exit_ppoll,2,elasticsearchm,"pid = 14345, tid = 14345","fd = 4, buff = 222501009470064, len = 517, flags = 16384, addr = 0, addr_len = 0",11043119
'06:13:02.234166979,0.000028916,synthetic_host,syscall_exit_shutdown,0,sleep,"pid = 14338, tid = 14338","which_clock = 0, flags = 0, rqtp = 281474187422616",6648698
'06:13:02.252324744,0.000002750,synthetic_host,syscall_entry_read,1,curl,"pid = 14350, tid = 14350","ret = 0, oset = 281474078127688",16067218
'06:13:02.234563052,0.000002542,synthetic_host,syscall_entry_mprotect,2,bash,"pid = 14316, tid = 14316","fd = 3, count = 4096",2817057
'06:13:02.237878922,0.000000292,synthetic_host,syscall_entry_rt_sigprocmask,1,gnome-shell,"pid = 14348, tid = 14348","addr = 0x0, len = 994320, prot = 0, flags = 2082, fd = -1, offset = 0",9085604
'06:13:02.252251663,0.000017625,synthetic_host,syscall_entry_read,1,curl,"pid = 11822, tid = 11840",ret = 0xFF4AB2060000,7603592
'06:13:02.227912438,0.000000792,synthetic_host,syscall_exit_getpid,3,lttng-runas,"pid = 11822, tid = 11868","ret = 576, upeer_sockaddr = 246916502706648, upeer_addrlen = 246916502706640",10682024
'06:13:02.252258413,0.000008624,synthetic_host,syscall_entry_epoll_pwait,2,curl,"pid = 14345, tid = 14345","fd = 576, usockaddr_len = 246916502706372",7336483
'06:13:02.284041438,0.000009875,synthetic_host,syscall_exit_rt_sigprocmask,1,curl,"pid = 14344, tid = 14344",ret = 0xFF4AB1BD2000,344060
'06:13:02.253344300,0.000002625,synthetic_host,syscall_entry_openat,1,curl,"pid = 14350, tid = 14350","addr = 247456647929856, len = 8192",9738780
'06:13:02.253727290,0.000022166,synthetic_host,syscall_entry_mprotect,0,curl,"pid = 14349, tid = 14349","ret = 0, statbuf = 281474056592336",2435839
'06:13:02.273926875,0.000000917,synthetic_host,syscall_exit_read,1,gnome-shell,"pid = 14350, tid = 14350",ret = 0xFF4AB205F000,16036133
'06:13:02.274052122,0.000047207,synthetic_host,syscall_entry_getegid,1,curl,"pid = 14348, tid = 14348","how = 2, nset = 281474356452184, sigsetsize = 8",15374198
'06:13:02.273746797,0.000017666,synthetic_host,syscall_entry_getsockname,2,curl,"pid = 14344, tid = 14344",ret = 0xFF4AB2F30000,16440602
'06:13:02.253727290,0.000000374,synthetic_host,syscall_entry_unknown,0,curl,"pid = 14352, tid = 14352","ret = 1, uaddr = 194557001040344, uaddr2 = 0",3511245
'06:13:02.236112761,0.000045749,synthetic_host,syscall_exit_newfstat,1,curl,"pid = 11822, tid = 11850","start = 263701309591552, len = 90112, prot = 0",1159476
'06:13:02.252256204,0.000003499,synthetic_host,syscall_exit_getpid,1,curl,"pid = 11757, tid = 11776","fd = 66, cmd = 3230155043, arg = 219392954314048",14221620
'06:13:02.240952173,0.000000458,synthetic_host,syscall_exit_futex,0,bash,"pid = 11822, tid = 11857","dfd = -100, filename = ""/lib/aarch64-linux-gnu/librtmp.so.1"", flags = 524288, mode = 0",10382060
'06:13:02.238644735,0.000099706,synthetic_host,syscall_entry_recvmsg,1,C1 CompilerThre,"pid = 14346, tid = 14346","fd = 35, offset = 233472, nbytes = 4096, flags = 2",7268004
'06:13:02.285469109,0.000003084,synthetic_host,syscall_entry_ioctl,3,sleep,"pid = 14352, tid = 14352","ret = 576, upeer_sockaddr = 246916502706648, upeer_addrlen = 246916502706640",12486620
'06:13:02.271828140,0.000009624,synthetic_host,syscall_entry_mprotect,2,curl,"pid = 3154, tid = 3209","fd = 3, count = 4096",2292856
'06:13:02.239663541,0.000000416,synthetic_host,syscall_exit_close,0,data-loop.0,"pid = 14323, tid = 14332","fd = 35, offset = 286720, nbytes = 4096, flags = 2",4458942
'06:13:02.274133870,0.000011583,synthetic_host,syscall_exit_write,3,curl,"pid = 11822, tid = 11860","fd = 35, buf = 275115481833472, count = 4096",12451341
'06:13:02.274454403,0.000020541,synthetic_host,syscall_entry_getsockopt,1,curl,"pid = 14350, tid = 14350","addr = 0xE10F7D8FF000, len = 8192, prot = 3, flags = 2066, fd = 3, offset = 61440",14448892
'06:13:02.235822352,0.000000583,synthetic_host,syscall_entry_brk,1,gnome-shell,"pid = 14348, tid = 14348","fd = 35, offset = 98304, nbytes = 4096, flags = 7",4995969
'06:13:02.251986253,0.000001875,synthetic_host,syscall_exit_ppoll,1,curl,"pid = 14350, tid = 14350",ret = 0xF137E670F000,16701056
'06:13:02.242886246,0.000000041,synthetic_host,syscall_exit_getsockname,2,curl,"pid = 14344, tid = 14344",brk = 195224848056320,9448376
'06:13:02.232474274,0.000001584,synthetic_host,syscall_entry_fadvise64_64,0,lttng-consumerd,"pid = 14323, tid = 14330","uaddr = 256628348113000, op = 129, val = 1, utime = 0, uaddr2 = 256628348113016, val3 = 383",3650034
'06:13:02.285261239,0.000006666,synthetic_host,syscall_exit_epoll_pwait,3,curl,"pid = 14352, tid = 14352","uaddr = 280696292713952, op = 129, val = 2147483647, utime = 0, uaddr2 = 281474473870440, val3 = 0",15357389
'06:13:02.236484417,0.000171037,synthetic_host,syscall_exit_read,1,gnome-shell,"pid = 14348, tid = 14348","dfd = -100, filename = ""/usr/share/locale/en.utf8/LC_MESSAGES/coreutils.mo"", flags = 0, mode = 0",13973773
'06:13:02.231096395,0.000000374,synthetic_host,syscall_exit_execve,1,curl,"pid = 4056, tid = 4056",brk = 187868842004480,4121639
'06:13:02.264776536,0.000028207,synthetic_host,syscall_entry_openat,3,gnome-shell,"pid = 14352, tid = 14352","start = 250143548239872, len = 4096, prot = 1",1144707
'06:13:02.252195539,0.000000541,synthetic_host,syscall_entry_recvfrom,1,curl,"pid = 14348, tid = 14348","ret = 0, statbuf = 281473988937120",10955219
'06:13:02.273031149,0.000000458,synthetic_host,syscall_exit_openat,2,bash,"pid = 12226, tid = 12402","fd = 35, offset = 299008, nbytes = 4096, flags = 2",753628
'06:13:02.236191508,0.000005958,synthetic_host,syscall_exit_getgid,3,gnome-shell,"pid = 14352, tid = 14352","fd = 11, buf = 248272627423072, count = 8",9988417
'06:13:02.227912438,0.000000459,synthetic_host,syscall_entry_close,0,lttng-consumerd,"pid = 2932, tid = 2972","fd = 35, offset = 61440, nbytes = 4096, flags = 2",5400107
'06:13:02.274071205,0.000003499,synthetic_host,syscall_exit_epoll_pwait,1,curl,"pid = 14339, tid = 14339",ret = 0xEFD5C00ED000,3355057
'06:13:02.252295287,0.000002709,synthetic_host,syscall_exit_openat,1,curl,"pid = 14350, tid = 14350","ret = 576, upeer_sockaddr = 246916502706648, upeer_addrlen = 246916502706640",11413176
'06:13:02.274321531,0.000003333,synthetic_host,syscall_entry_sync_file_range,1,curl,"pid = 14348, tid = 14348","addr = 0x0, len = 196912, prot = 0, flags = 2082, fd = -1, offset = 0",6467506
'06:13:02.241841649,0.000023791,synthetic_host,syscall_entry_mmap,0,curl,"pid = 14349, tid = 14349","addr = 0xF137E6A8F000, len = 8192, prot = 3, flags = 2066, fd = 3, offset = 126976",14327961
'06:13:02.251837340,0.000002833,synthetic_host,syscall_exit_mmap,0,curl,"pid = 14351, tid = 14351","addr = 0xE3811698F000, len = 8192, prot = 3, flags = 2066, fd = 3, offset = 126976",1136243
'06:13:02.232325778,0.000000459,synthetic_host,syscall_exit_futex,2,curl,"pid = 14344, tid = 14344","fd = 35, offset = 262144, nbytes = 4096, flags = 2",12314823
'06:13:02.285912180,0.000001042,synthetic_host,syscall_exit_mmap,3,curl,"pid = 14352, tid = 14352","fd = 4, uservaddr = 200225160007064, addrlen = 28",9981496
'06:13:02.286880946,0.000000958,synthetic_host,syscall_entry_close,1,curl,"pid = 14339, tid = 14339","ret = 576, upeer_sockaddr = 246916502706648, upeer_addrlen = 246916502706640",10758069
'06:13:02.235315657,0.000035665,synthetic_host,syscall_exit_newfstat,1,curl,"pid = 14348, tid = 14348","dfd = -100, filename = ""/lib/aarch64-linux-gnu/libc.so.6"", flags = 524288, mode = 0",10234265
'06:13:02.284053105,0.000006500,synthetic_host,syscall_entry_openat,3,curl,"pid = 14351, tid = 14351","ret = 832, buf = 281473988937536",2207204
'06:13:02.244677948,0.000010583,synthetic_host,syscall_exit_recvfrom,2,gnome-shell,"pid = 3154, tid = 3154",ret = 0xE10F7EC3F000,8492632
'06:13:02.285655604,0.000000084,synthetic_host,syscall_exit_newfstat,1,curl,"pid = 14351, tid = 14351","addr = 256082032652288, len = 41008",12522090
'06:13:02.228721041,0.000002750,synthetic_host,syscall_entry_epoll_ctl,0,lttng-consumerd,"pid = 14323, tid = 14330","ret = 0, fd = 35, offset = 77824, len = 4096, advice = 4",3028456
'06:13:02.241841649,0.000001166,synthetic_host,syscall_exit_getpid,2,gnome-shell,"pid = 11822, tid = 11859","ret = 576, upeer_sockaddr = 246916502706648, upeer_addrlen = 246916502706640",8706497
'06:13:02.272991025,0.000000917,synthetic_host,syscall_entry_shutdown,0,curl,"pid = 11757, tid = 11776","ret = 0, oact = 281474913773872",2906744
'06:13:02.231279140,0.000001833,synthetic_host,syscall_exit_timerfd_settime,0,lttng-consumerd,"pid = 14323, tid = 14330","ret = 0, arg = 219392954314048",11615424
'06:13:02.252134666,0.000000791,synthetic_host,syscall_entry_recvmsg,1,gnome-shell,"pid = 14341, tid = 14341","fd = 35, offset = 57344, nbytes = 4096, flags = 7",6132677
'06:13:02.229381732,0.000019583,synthetic_host,syscall_exit_rt_sigaction,0,llvmpipe-2,"pid = 14351, tid = 14351",ret = 14345,251039
'06:13:02.254070822,0.000003958,synthetic_host,syscall_exit_mprotect,1,gnome-shell,"pid = 11757, tid = 11776","ret = 1, uaddr = 194557073522528, uaddr2 = 0",12066413
