"timestamp","time_elapsed","host_name","event_name","cpu_id","procname","process_details","kernel_details"
"'12:00:00.100019200","'0.000000400","synthetic-host","syscall_exit_listen",5,"docker","pid = 2345, tid = 2345","ret = 0"
"'12:00:00.100019900","'0.000001200","synthetic-host","syscall_entry_accept",5,"docker","pid = 2345, tid = 2346","fd = 7, upeer_sockaddr = 140735903669860, upeer_addrlen = 16"
"'12:00:00.100021200","'0.000000700","synthetic-host","syscall_exit_accept",5,"docker","pid = 2345, tid = 2346","ret = 8"
"'12:00:00.100022000","'0.000000800","synthetic-host","syscall_entry_recvfrom",6,"curl","pid = 3456, tid = 3456","fd = 8, size = 512, flags = 0, addr = 0, addr_len = 0"
"'12:00:00.100022700","'0.000000500","synthetic-host","syscall_exit_recvfrom",6,"curl","pid = 3456, tid = 3456","ret = 256, ubuf = 140735903670000, addr = 0, addr_len = 0"
"'12:00:00.100023400","'0.000001300","synthetic-host","syscall_entry_sendto",6,"curl","pid = 3456, tid = 3456","fd = 8, buff = 140735903670200, len = 256, flags = 0, addr = 0, addr_len = 0"
"'12:00:00.100024800","'0.000001100","synthetic-host","syscall_exit_sendto",6,"curl","pid = 3456, tid = 3456","ret = 256"
"'12:00:00.100026000","'0.000000900","synthetic-host","syscall_entry_fcntl",7,"wget","pid = 5678, tid = 5678","fd = 2, cmd = 2, arg = 0"
"'12:00:00.100026900","'0.000000600","synthetic-host","syscall_exit_fcntl",7,"wget","pid = 5678, tid = 5678","ret = 0, arg = 0"
"'12:00:00.100027600","'0.000001000","synthetic-host","syscall_entry_ioctl",7,"wget","pid = 5678, tid = 5678","fd = 2, cmd = 21509, arg = 140735903670400"
"'12:00:00.100028700","'0.000000200","synthetic-host","syscall_exit_ioctl",7,"wget","pid = 5678, tid = 5678","ret = 0, arg = 140735903670400"
"'12:00:00.100029500","'0.000001000","synthetic-host","syscall_entry_epoll_create",0,"kubelet","pid = 6789, tid = 6789","size = 1024"
"'12:00:00.100030600","'0.000000400","synthetic-host","syscall_exit_epoll_create",0,"kubelet","pid = 6789, tid = 6789","ret = 9"
"'12:00:00.100031300","'0.000001300","synthetic-host","syscall_entry_epoll_ctl",0,"kubelet","pid = 6789, tid = 6789","epfd = 9, op = 1, fd = 10, event = data_union = u64 = 0x7000000A"
"'12:00:00.100032800","'0.000000900","synthetic-host","syscall_exit_epoll_ctl",0,"kubelet","pid = 6789, tid = 6789","ret = 0"
"'12:00:00.100033600","'0.000000700","synthetic-host","syscall_entry_epoll_wait",0,"kubelet","pid = 6789, tid = 6789","epfd = 9, maxevents = 64, timeout = 1000"
"'12:00:00.100034300","'0.000000600","synthetic-host","syscall_exit_epoll_wait",0,"kubelet","pid = 6789, tid = 6789","ret = 1, events = data_union = u64 = 0x7000000A"
"'12:00:00.100035000","'0.000001200","synthetic-host","syscall_entry_futex",1,"redis-server","pid = 1234, tid = 1234","uaddr = 140735903670800, op = 0, val = 1, utime = 0, uaddr2 = 0, val3 = 0"
"'12:00:00.100036300","'0.000000800","synthetic-host","syscall_exit_futex",1,"redis-server","pid = 1234, tid = 1234","ret = 0, uaddr = 140735903670800, uaddr2 = 0"
"'12:00:00.100037100","'0.000000700","synthetic-host","syscall_entry_brk",2,"elasticsearch","pid = 23456, tid = 23456","brk = 140735904000000"
"'12:00:00.100037800","'0.000000500","synthetic-host","syscall_exit_brk",2,"elasticsearch","pid = 23456, tid = 23456","ret = 140735904000000"
"'12:00:00.100038500","'0.000001100","synthetic-host","syscall_entry_mmap",2,"elasticsearch","pid = 23456, tid = 23456","addr = 0, len = 65536, prot = 3, flags = 34, fd = -1, off = 0"
"'12:00:00.100039800","'0.000000900","synthetic-host","syscall_exit_mmap",2,"elasticsearch","pid = 23456, tid = 23456","ret = 140735903800000"
"'12:00:00.100040600","'0.000000600","synthetic-host","syscall_entry_munmap",2,"elasticsearch","pid = 23456, tid = 23456","addr = 140735903800000, len = 65536"
"'12:00:00.100041300","'0.000000400","synthetic-host","syscall_exit_munmap",2,"elasticsearch","pid = 23456, tid = 23456","ret = 0"
"'12:00:00.100042000","'0.000001300","synthetic-host","syscall_entry_getrandom",3,"systemd","pid = 1001, tid = 1001","buf = 140735903671200, count = 16, flags = 0"
"'12:00:00.100043500","'0.000001000","synthetic-host","syscall_exit_getrandom",3,"systemd","pid = 1001, tid = 1001","ret = 16, buf = 140735903671200, count = 16, flags = 0"
"'12:00:00.100044500","'0.000001200","synthetic-host","syscall_entry_clone",4,"docker","pid = 2345, tid = 2345","flags = 2080505856, newsp = 0, parent_tid = 3457, child_tid = 3457"
"'12:00:00.100045800","'0.000000800","synthetic-host","syscall_exit_clone",4,"docker","pid = 2345, tid = 2345","ret = 3457"
"'12:00:00.100046700","'0.000001100","synthetic-host","syscall_entry_fork",4,"kubelet","pid = 6789, tid = 6789","unused = 0"
"'12:00:00.100047500","'0.000000600","synthetic-host","syscall_exit_fork",4,"kubelet","pid = 6789, tid = 6789","ret = 6790"
"'12:00:00.100048200","'0.000001000","synthetic-host","syscall_entry_execve",5,"bash","pid = 8901, tid = 8901","filename = 140735903671600, argv = 140735903671680, envp = 140735903671760"
"'12:00:00.100049500","'0.000000900","synthetic-host","syscall_exit_execve",5,"bash","pid = 8901, tid = 8901","ret = 0"
"'12:00:00.100050200","'0.000001200","synthetic-host","syscall_entry_wait4",5,"bash","pid = 8901, tid = 8901","pid = -1, status = 140735903671840, options = 0, rusage = 140735903671920"
"'12:00:00.100051500","'0.000000700","synthetic-host","syscall_exit_wait4",5,"bash","pid = 8901, tid = 8901","ret = 6790, status = 0, rusage = 140735903671920"
"'12:00:00.100052200","'0.000000900","synthetic-host","syscall_entry_nanosleep",6,"mysqld","pid = 9012, tid = 9012","req = 140735903672000, rem = 140735903672008"
"'12:00:00.100053100","'0.000000800","synthetic-host","syscall_exit_nanosleep",6,"mysqld","pid = 9012, tid = 9012","ret = 0"
"'12:00:00.100054900","'0.000001100","synthetic-host","syscall_entry_getpid",6,"mysqld","pid = 9012, tid = 9012",""
"'12:00:00.100055800","'0.000000900","synthetic-host","syscall_exit_getpid",6,"mysqld","pid = 9012, tid = 9012","ret = 9012"
"'12:00:00.100056500","'0.000000700","synthetic-host","syscall_entry_socketpair",7,"sshd","pid = 7890, tid = 7890","domain = 1, type = 1, protocol = 0, sv = 140735903672400"
"'12:00:00.100057200","'0.000000400","synthetic-host","syscall_exit_socketpair",7,"sshd","pid = 7890, tid = 7890","ret = 0, sv = 140735903672400"
"'12:00:00.100058000","'0.000001200","synthetic-host","syscall_entry_pipe",7,"sshd","pid = 7890, tid = 7890","pipefd = 140735903672480"
"'12:00:00.100059300","'0.000000600","synthetic-host","syscall_exit_pipe",7,"sshd","pid = 7890, tid = 7890","ret = 0, pipefd = 140735903672480"
"'12:00:00.100060000","'0.000000800","synthetic-host","syscall_entry_dup",0,"docker","pid = 2345, tid = 2345","oldfd = 8"
"'12:00:00.100060700","'0.000000500","synthetic-host","syscall_exit_dup",0,"docker","pid = 2345, tid = 2345","ret = 11"
"'12:00:00.100061400","'0.000001000","synthetic-host","syscall_entry_chdir",0,"bash","pid = 8901, tid = 8901","path = 140735903672560"
"'12:00:00.100062400","'0.000000900","synthetic-host","syscall_exit_chdir",0,"bash","pid = 8901, tid = 8901","ret = 0"
"'12:00:00.100063100","'0.000001200","synthetic-host","syscall_entry_getcwd",1,"bash","pid = 8901, tid = 8901","buf = 140735903672640, size = 4096"
"'12:00:00.100064500","'0.000000800","synthetic-host","syscall_exit_getcwd",1,"bash","pid = 8901, tid = 8901","ret = 140735903672640"
"'12:00:00.100065300","'0.000000700","synthetic-host","syscall_entry_stat",1,"lttng","pid = 1111, tid = 1111","path = 140735903672680, buf = 140735903672760"
"'12:00:00.100066000","'0.000000500","synthetic-host","syscall_exit_stat",1,"lttng","pid = 1111, tid = 1111","ret = 0, buf = 140735903672760"
"'12:00:00.100066800","'0.000001000","synthetic-host","syscall_entry_lstat",2,"lttng","pid = 1111, tid = 1111","path = 140735903672840, buf = 140735903672920"
"'12:00:00.100067900","'0.000000600","synthetic-host","syscall_exit_lstat",2,"lttng","pid = 1111, tid = 1111","ret = 0, buf = 140735903672920"
"'12:00:00.100068600","'0.000001100","synthetic-host","syscall_entry_unlink",2,"lttng-runas","pid = 2222, tid = 2222","pathname = 140735903673000"
"'12:00:00.100069800","'0.000000700","synthetic-host","syscall_exit_unlink",2,"lttng-runas","pid = 2222, tid = 2222","ret = 0"
"'12:00:00.100070500","'0.000000900","synthetic-host","syscall_entry_mkdir",3,"lttng-consumerd","pid = 3333, tid = 3333","pathname = 140735903673080, mode = 0755"
"'12:00:00.100071300","'0.000000600","synthetic-host","syscall_exit_mkdir",3,"lttng-consumerd","pid = 3333, tid = 3333","ret = 0"
"'12:00:00.100072100","'0.000001200","synthetic-host","syscall_entry_rmdir",3,"lttng-consumerd","pid = 3333, tid = 3333","pathname = 140735903673160"
"'12:00:00.100073500","'0.000000800","synthetic-host","syscall_exit_rmdir",3,"lttng-consumerd","pid = 3333, tid = 3333","ret = 0"
"'12:00:00.100074200","'0.000000700","synthetic-host","syscall_entry_chmod",4,"systemd","pid = 1001, tid = 1001","filename = 140735903673240, mode = 0644"
"'12:00:00.100075000","'0.000000500","synthetic-host","syscall_exit_chmod",4,"systemd","pid = 1001, tid = 1001","ret = 0"
"'12:00:00.100075700","'0.000001100","synthetic-host","syscall_entry_chown",4,"systemd","pid = 1001, tid = 1001","filename = 140735903673280, user = 0, group = 0"
"'12:00:00.100076900","'0.000000700","synthetic-host","syscall_exit_chown",4,"systemd","pid = 1001, tid = 1001","ret = 0"
"'12:00:00.100077600","'0.000000900","synthetic-host","syscall_entry_fstat",5,"sshd","pid = 7890, tid = 7890","fd = 10, buf = 140735903673360"
"'12:00:00.100078400","'0.000000600","synthetic-host","syscall_exit_fstat",5,"sshd","pid = 7890, tid = 7890","ret = 0, buf = 140735903673360"
"'12:00:00.100079200","'0.000001200","synthetic-host","syscall_entry_sendfile",5,"sshd","pid = 7890, tid = 7890","out_fd = 1, in_fd = 0, offset = 140735903673440, count = 512"
"'12:00:00.100080800","'0.000001000","synthetic-host","syscall_exit_sendfile",5,"sshd","pid = 7890, tid = 7890","ret = 512"
"'12:00:00.100081500","'0.000000800","synthetic-host","syscall_entry_sync_file_range",6,"systemd","pid = 1001, tid = 1001","fd = 11, offset = 0, nbytes = 4096, flags = 0"
"'12:00:00.100082200","'0.000000600","synthetic-host","syscall_exit_sync_file_range",6,"systemd","pid = 1001, tid = 1001","ret = 0"
"'12:00:00.100082900","'0.000001100","synthetic-host","syscall_entry_fadvise64_64",6,"systemd","pid = 1001, tid = 1001","fd = 11, offset = 0, len = 4096, advice = 1"
"'12:00:00.100084300","'0.000001000","synthetic-host","syscall_exit_fadvise64_64",6,"systemd","pid = 1001, tid = 1001","ret = 0, fd = 11, offset = 0, len = 4096, advice = 1"
"'12:00:00.100085500","'0.000001300","synthetic-host","syscall_entry_timerfd_settime",7,"kubelet","pid = 6789, tid = 6789","ufd = 12, flags = 0, utmr = 140735903673520"
"'12:00:00.100087200","'0.000001100","synthetic-host","syscall_exit_timerfd_settime",7,"kubelet","pid = 6789, tid = 6789","ret = 0, otmr = 0"
"'12:00:00.100088100","'0.000000900","synthetic-host","syscall_entry_timerfd_gettime",7,"kubelet","pid = 6789, tid = 6789","ufd = 12, utmr = 140735903673600, otmr = 140735903673680"
"'12:00:00.100089200","'0.000000700","synthetic-host","syscall_exit_timerfd_gettime",7,"kubelet","pid = 6789, tid = 6789","ret = 0, utmr = 140735903673600, otmr = 140735903673680"
"'12:00:00.100090000","'0.000001200","synthetic-host","syscall_entry_recvmsg",0,"lttng","pid = 1111, tid = 1111","fd = 13, msg = 140735903673760, flags = 0"
"'12:00:00.100091600","'0.000001400","synthetic-host","syscall_exit_recvmsg",0,"lttng","pid = 1111, tid = 1111","ret = 128, msg = 140735903673760"
"'12:00:00.100092500","'0.000000900","synthetic-host","syscall_entry_sendmsg",0,"lttng","pid = 1111, tid = 1111","fd = 13, msg = 140735903673840, flags = 0"
"'12:00:00.100094000","'0.000001500","synthetic-host","syscall_exit_sendmsg",0,"lttng","pid = 1111, tid = 1111","ret = 128"
"'12:00:00.100000001","'0.000001001","synthetic-host","syscall_entry_open",3,"nginx","pid = 2345, tid = 2345","filename = 222501009261744, flags = 0, mode = 438"
"'12:00:00.100001200","'0.000001199","synthetic-host","syscall_exit_open",3,"nginx","pid = 2345, tid = 2345","ret = 3"
"'12:00:00.100002400","'0.000001200","synthetic-host","syscall_entry_read",3,"nginx","pid = 2345, tid = 2345","fd = 3, buf = 222501009261800, count = 1024"
"'12:00:00.100003550","'0.000001150","synthetic-host","syscall_exit_read",3,"nginx","pid = 2345, tid = 2345","ret = 512, buf = 222501009261800"
"'12:00:00.100004650","'0.000001100","synthetic-host","syscall_entry_write",3,"nginx","pid = 2345, tid = 2345","fd = 1, buf = 222501009262000, count = 256"
"'12:00:00.100005800","'0.000001150","synthetic-host","syscall_exit_write",3,"nginx","pid = 2345, tid = 2345","ret = 256"
"'12:00:00.100006900","'0.000001100","synthetic-host","syscall_entry_close",3,"nginx","pid = 2345, tid = 2345","fd = 3"
"'12:00:00.100008050","'0.000001150","synthetic-host","syscall_exit_close",3,"nginx","pid = 2345, tid = 2345","ret = 0"
"'12:00:00.100009150","'0.000001100","synthetic-host","syscall_entry_socket",2,"sshd","pid = 1020, tid = 1020","domain = 2, type = 1, protocol = 6"
"'12:00:00.100010300","'0.000001150","synthetic-host","syscall_exit_socket",2,"sshd","pid = 1020, tid = 1020","ret = 4"
"'12:00:00.100011400","'0.000001100","synthetic-host","syscall_entry_bind",2,"sshd","pid = 1020, tid = 1020","sockfd = 4, addr = 471859200, addrlen = 16"
"'12:00:00.100012550","'0.000001150","synthetic-host","syscall_exit_bind",2,"sshd","pid = 1020, tid = 1020","ret = 0"
"'12:00:00.100013650","'0.000001100","synthetic-host","syscall_entry_listen",2,"sshd","pid = 1020, tid = 1020","sockfd = 4, backlog = 128"
"'12:00:00.100014800","'0.000001150","synthetic-host","syscall_exit_listen",2,"sshd","pid = 1020, tid = 1020","ret = 0"
"'12:00:00.100015900","'0.000001100","synthetic-host","syscall_entry_accept",2,"sshd","pid = 1020, tid = 1020","sockfd = 4, upeer_sockaddr = 471859216, upeer_addrlen = 24"
"'12:00:00.100017050","'0.000001150","synthetic-host","syscall_exit_accept",2,"sshd","pid = 1020, tid = 1021","ret = 5, upeer_sockaddr = 471859216, upeer_addrlen = 24"
"'12:00:00.100018150","'0.000001100","synthetic-host","syscall_entry_connect",4,"curl","pid = 14345, tid = 14345","sockfd = 4, addr = 3405691582, addrlen = 16"
"'12:00:00.100019300","'0.000001150","synthetic-host","syscall_exit_connect",4,"curl","pid = 14345, tid = 14345","ret = -115"
"'12:00:00.100020400","'0.000001100","synthetic-host","syscall_entry_sendto",4,"curl","pid = 14345, tid = 14345","fd = 4, buff = 203053665469200, len = 128, flags = 0, addr = 0, addr_len = 0"
"'12:00:00.100021550","'0.000001150","synthetic-host","syscall_exit_sendto",4,"curl","pid = 14345, tid = 14345","ret = 128"
"'12:00:00.100022650","'0.000001100","synthetic-host","syscall_entry_recvfrom",4,"curl","pid = 14345, tid = 14345","fd = 4, size = 64, flags = 0, addr_len = 0"
"'12:00:00.100023800","'0.000001150","synthetic-host","syscall_exit_recvfrom",4,"curl","pid = 14345, tid = 14345","ret = 64, ubuf = 203053665491603, addr = 0, addr_len = 0"
"'12:00:00.100024900","'0.000001100","synthetic-host","syscall_entry_fcntl",5,"python3","pid = 2301, tid = 2301","fd = 1, cmd = 3, arg = 0"
"'12:00:00.100026050","'0.000001150","synthetic-host","syscall_exit_fcntl",5,"python3","pid = 2301, tid = 2301","ret = 0, arg = 0"
"'12:00:00.100027150","'0.000001100","synthetic-host","syscall_entry_ioctl",5,"python3","pid = 2301, tid = 2301","fd = 0, cmd = 21509, arg = 12345678"
"'12:00:00.100028300","'0.000001150","synthetic-host","syscall_exit_ioctl",5,"python3","pid = 2301, tid = 2301","ret = 0, arg = 12345678"
"'12:00:00.100029400","'0.000001100","synthetic-host","syscall_entry_epoll_pwait",1,"docker","pid = 3456, tid = 3456","epfd = 7, maxevents = 64, timeout = 1000, sigmask = 0x0, sigsetsize = 8"
"'12:00:00.100030550","'0.000001150","synthetic-host","syscall_exit_epoll_pwait",1,"docker","pid = 3456, tid = 3456","ret = 1"
"'12:00:00.100031650","'0.000001100","synthetic-host","syscall_entry_mmap",6,"postgres","pid = 4567, tid = 4567","addr = 0, len = 4096, prot = 3, flags = 34, fd = -1, off = 0"
"'12:00:00.100032800","'0.000001150","synthetic-host","syscall_exit_mmap",6,"postgres","pid = 4567, tid = 4567","ret = 140737488346752"
"'12:00:00.100033900","'0.000001100","synthetic-host","syscall_entry_mprotect",6,"postgres","pid = 4567, tid = 4567","addr = 140737488346752, len = 4096, prot = 1"
"'12:00:00.100035050","'0.000001150","synthetic-host","syscall_exit_mprotect",6,"postgres","pid = 4567, tid = 4567","ret = 0"
"'12:00:00.100036150","'0.000001100","synthetic-host","syscall_entry_munmap",6,"postgres","pid = 4567, tid = 4567","addr = 140737488346752, len = 4096"
"'12:00:00.100037300","'0.000001150","synthetic-host","syscall_exit_munmap",6,"postgres","pid = 4567, tid = 4567","ret = 0"
"'12:00:00.100038400","'0.000001100","synthetic-host","syscall_entry_getpid",0,"systemd","pid = 1, tid = 1","pad = 0"
"'12:00:00.100039550","'0.000001150","synthetic-host","syscall_exit_getpid",0,"systemd","pid = 1, tid = 1","ret = 1"
"'12:00:00.100040650","'0.000001100","synthetic-host","syscall_entry_getrandom",0,"systemd","pid = 1, tid = 1","buf = 222501009261744, count = 16, flags = 0"
"'12:00:00.100041800","'0.000001150","synthetic-host","syscall_exit_getrandom",0,"systemd","pid = 1, tid = 1","ret = 16, buf = 222501009261744"
"'12:00:00.100042900","'0.000001100","synthetic-host","syscall_entry_rt_sigaction",1,"sshd","pid = 1020, tid = 1021","sig = 15, act = 281474913773656, sigsetsize = 8"
"'12:00:00.100044050","'0.000001150","synthetic-host","syscall_exit_rt_sigaction",1,"sshd","pid = 1020, tid = 1021","ret = 0, oact = 0"
"'12:00:00.100045150","'0.000001100","synthetic-host","syscall_entry_fork",1,"bash","pid = 2000, tid = 2000","flags = 0"
"'12:00:00.100046300","'0.000001150","synthetic-host","syscall_exit_fork",1,"bash","pid = 2000, tid = 2000","ret = 2001"
"'12:00:00.100047400","'0.000001100","synthetic-host","syscall_entry_execve",1,"bash","pid = 2001, tid = 2001","filename = 281474976710656, argv = 281474976710664, envp = 281474976710672"
"'12:00:00.100048550","'0.000001150","synthetic-host","syscall_exit_execve",1,"bash","pid = 2001, tid = 2001","ret = 0"
"'12:00:00.100049650","'0.000001100","synthetic-host","syscall_entry_futex",2,"mysql","pid = 5678, tid = 5678","uaddr = 267960194247760, op = 0, val = 1, utime = 0, uaddr2 = 0, val3 = 0"
"'12:00:00.100050800","'0.000001150","synthetic-host","syscall_exit_futex",2,"mysql","pid = 5678, tid = 5678","ret = -11, uaddr = 267960194247760, uaddr2 = 0"
"'12:00:00.100051900","'0.000001100","synthetic-host","syscall_entry_brk",2,"mysql","pid = 5678, tid = 5678","brk = 203053665202176"
"'12:00:00.100053050","'0.000001150","synthetic-host","syscall_exit_brk",2,"mysql","pid = 5678, tid = 5678","ret = 203053665202176"
"'12:00:00.100054150","'0.000001100","synthetic-host","syscall_entry_stat",7,"chrome","pid = 7890, tid = 7890","filename = 281474976711000, statbuf = 281474976711008"
"'12:00:00.100055300","'0.000001150","synthetic-host","syscall_exit_stat",7,"chrome","pid = 7890, tid = 7890","ret = 0"
"'12:00:00.100056400","'0.000001100","synthetic-host","syscall_entry_lseek",7,"chrome","pid = 7890, tid = 7890","fd = 5, offset = 0, whence = 2"
"'12:00:00.100057550","'0.000001150","synthetic-host","syscall_exit_lseek",7,"chrome","pid = 7890, tid = 7890","ret = 1024"
"'12:00:00.100058650","'0.000001100","synthetic-host","syscall_entry_fsync",7,"chrome","pid = 7890, tid = 7890","fd = 5"
"'12:00:00.100059800","'0.000001150","synthetic-host","syscall_exit_fsync",7,"chrome","pid = 7890, tid = 7890","ret = 0"
"'12:00:00.100060900","'0.000001100","synthetic-host","syscall_entry_read",4,"elasticsearch","pid = 11822, tid = 11867","fd = 7, count = 32"
"'12:00:00.100062050","'0.000001150","synthetic-host","syscall_exit_read",4,"elasticsearch","pid = 11822, tid = 11867","ret = 32, buf = 246916494319000"
"'12:00:00.100063150","'0.000001100","synthetic-host","syscall_entry_write",4,"elasticsearch","pid = 11822, tid = 11867","fd = 8, buf = 246916502706248, count = 16"
"'12:00:00.100064300","'0.000001150","synthetic-host","syscall_exit_write",4,"elasticsearch","pid = 11822, tid = 11867","ret = 16"
"'12:00:00.100065400","'0.000001100","synthetic-host","syscall_entry_poll",5,"docker","pid = 3456, tid = 3456","ufds = 281474976711100, nfds = 2, timeout = 500"
"'12:00:00.100066550","'0.000001150","synthetic-host","syscall_exit_poll",5,"docker","pid = 3456, tid = 3456","ret = 1"
"'12:00:00.100067650","'0.000001100","synthetic-host","syscall_entry_select",5,"docker","pid = 3456, tid = 3456","nfds = 3, readfds = 281474976711200, writefds = 0, exceptfds = 0, timeout = 281474976711208"
"'12:00:00.100068800","'0.000001150","synthetic-host","syscall_exit_select",5,"docker","pid = 3456, tid = 3456","ret = 0"
"'12:00:00.100069900","'0.000001100","synthetic-host","syscall_entry_clock_gettime",0,"ping","pid = 3450, tid = 3450","clk_id = 1, tp = 222501009262000"
"'12:00:00.100071050","'0.000001150","synthetic-host","syscall_exit_clock_gettime",0,"ping","pid = 3450, tid = 3450","ret = 0, tp = 222501009262000"
"'12:00:00.100072150","'0.000001100","synthetic-host","syscall_entry_nanosleep",0,"ping","pid = 3450, tid = 3450","req = 222501009262100, rem = 222501009262112"
"'12:00:00.100073300","'0.000001150","synthetic-host","syscall_exit_nanosleep",0,"ping","pid = 3450, tid = 3450","ret = 0, rem = 222501009262112"
"'12:00:00.100074400","'0.000001100","synthetic-host","syscall_entry_connect",2,"wget","pid = 14555, tid = 14555","sockfd = 4, addr = 3405691583, addrlen = 16"
"'12:00:00.100075550","'0.000001150","synthetic-host","syscall_exit_connect",2,"wget","pid = 14555, tid = 14555","ret = 0"
"'12:00:00.100076650","'0.000001100","synthetic-host","syscall_entry_accept",2,"wget","pid = 14555, tid = 14555","sockfd = 4, upeer_sockaddr = 3405691600, upeer_addrlen = 24"
"'12:00:00.100077800","'0.000001150","synthetic-host","syscall_exit_accept",2,"wget","pid = 14555, tid = 14556","ret = -1, upeer_sockaddr = 3405691600, upeer_addrlen = 24"
"'12:00:00.100078900","'0.000001100","synthetic-host","syscall_entry_sendmsg",6,"sshd","pid = 1020, tid = 1021","fd = 5, msg = 281474976711300, flags = 0"
"'12:00:00.100080050","'0.000001150","synthetic-host","syscall_exit_sendmsg",6,"sshd","pid = 1020, tid = 1021","ret = 128"
"'12:00:00.100081150","'0.000001100","synthetic-host","syscall_entry_recvmsg",6,"sshd","pid = 1020, tid = 1021","fd = 5, msg = 281474976711400, flags = 0"
"'12:00:00.100082300","'0.000001150","synthetic-host","syscall_exit_recvmsg",6,"sshd","pid = 1020, tid = 1021","ret = 0, msg = 281474976711400"
"'12:00:00.100083400","'0.000001100","synthetic-host","syscall_entry_pread64",7,"tar","pid = 3333, tid = 3333","fd = 3, buf = 222501009263000, count = 256, pos = 0"
"'12:00:00.100084550","'0.000001150","synthetic-host","syscall_exit_pread64",7,"tar","pid = 3333, tid = 3333","ret = 256, buf = 222501009263000"
"'12:00:00.100085650","'0.000001100","synthetic-host","syscall_entry_pwrite64",7,"tar","pid = 3333, tid = 3333","fd = 4, buf = 222501009263256, count = 512, pos = 256"
"'12:00:00.100086800","'0.000001150","synthetic-host","syscall_exit_pwrite64",7,"tar","pid = 3333, tid = 3333","ret = 512"
"'12:00:00.100087900","'0.000001100","synthetic-host","syscall_entry_shutdown",4,"postgres","pid = 4567, tid = 4567","sockfd = 4, how = 2"
"'12:00:00.100089050","'0.000001150","synthetic-host","syscall_exit_shutdown",4,"postgres","pid = 4567, tid = 4567","ret = 0"
"'12:00:00.100090150","'0.000001100","synthetic-host","syscall_entry_getsockopt",4,"postgres","pid = 4567, tid = 4567","fd = 4, level = 1, optname = 2, optlen = 4"
"'12:00:00.100091300","'0.000001150","synthetic-host","syscall_exit_getsockopt",4,"postgres","pid = 4567, tid = 4567","ret = 0, optval = 1, optlen = 4"
